2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:23:58 [INFO][server.go:48] bind: 0.0.0.0:6399, start listening...
2025/08/31 13:52:59 [INFO][node_manager.go:137] triggerMigrationTask Y2DMgwmi8ETsKE5FT5IO success
2025/08/31 13:52:59 [INFO][server.go:89] accept link
2025/08/31 13:52:59 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:52:59 [INFO][server.go:69] connection closed: 127.0.0.1:58804
2025/08/31 13:53:00 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:00 [INFO][node_manager.go:219] propose EventStartMigrate dgHYgHGQgPfgB5aJy8BI success
2025/08/31 13:53:00 [INFO][migration.go:263] received importing task dgHYgHGQgPfgB5aJy8BI, 170 slots to import
2025/08/31 13:53:00 [INFO][node_manager.go:137] triggerMigrationTask dgHYgHGQgPfgB5aJy8BI success
2025/08/31 13:53:00 [INFO][node_manager.go:219] propose EventStartMigrate k2ZafWcyKObVgEn33mRw success
2025/08/31 13:53:00 [INFO][migration.go:263] received importing task k2ZafWcyKObVgEn33mRw, 170 slots to import
2025/08/31 13:53:00 [INFO][node_manager.go:137] triggerMigrationTask k2ZafWcyKObVgEn33mRw success
2025/08/31 13:53:00 [INFO][server.go:89] accept link
2025/08/31 13:53:00 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:00 [INFO][server.go:69] connection closed: 127.0.0.1:58818
2025/08/31 13:53:01 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:01 [INFO][node_manager.go:219] propose EventStartMigrate hSxniykmA3PRt9iF1Bla success
2025/08/31 13:53:01 [INFO][migration.go:263] received importing task hSxniykmA3PRt9iF1Bla, 170 slots to import
2025/08/31 13:53:01 [INFO][node_manager.go:137] triggerMigrationTask hSxniykmA3PRt9iF1Bla success
2025/08/31 13:53:01 [INFO][node_manager.go:219] propose EventStartMigrate CIVNiM4DDCPJ0qP7IvGq success
2025/08/31 13:53:01 [INFO][migration.go:263] received importing task CIVNiM4DDCPJ0qP7IvGq, 170 slots to import
2025/08/31 13:53:01 [INFO][node_manager.go:137] triggerMigrationTask CIVNiM4DDCPJ0qP7IvGq success
2025/08/31 13:53:01 [INFO][server.go:89] accept link
2025/08/31 13:53:01 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:01 [INFO][server.go:69] connection closed: 127.0.0.1:58830
2025/08/31 13:53:02 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:02 [INFO][node_manager.go:219] propose EventStartMigrate MqqF7aS43a9j9RXxt6Ed success
2025/08/31 13:53:02 [INFO][migration.go:263] received importing task MqqF7aS43a9j9RXxt6Ed, 170 slots to import
2025/08/31 13:53:02 [INFO][node_manager.go:137] triggerMigrationTask MqqF7aS43a9j9RXxt6Ed success
2025/08/31 13:53:02 [INFO][node_manager.go:219] propose EventStartMigrate niM67HKaJYdzxsCNRi5v success
2025/08/31 13:53:02 [INFO][migration.go:263] received importing task niM67HKaJYdzxsCNRi5v, 170 slots to import
2025/08/31 13:53:02 [INFO][node_manager.go:137] triggerMigrationTask niM67HKaJYdzxsCNRi5v success
2025/08/31 13:53:02 [INFO][server.go:89] accept link
2025/08/31 13:53:02 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:02 [INFO][server.go:69] connection closed: 127.0.0.1:58838
2025/08/31 13:53:03 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:03 [INFO][node_manager.go:219] propose EventStartMigrate LMQEkubJQalo5UbdNoHh success
2025/08/31 13:53:03 [INFO][migration.go:263] received importing task LMQEkubJQalo5UbdNoHh, 170 slots to import
2025/08/31 13:53:03 [INFO][node_manager.go:137] triggerMigrationTask LMQEkubJQalo5UbdNoHh success
2025/08/31 13:53:03 [INFO][node_manager.go:219] propose EventStartMigrate QK022ytGRAIwDS0J4lTf success
2025/08/31 13:53:03 [INFO][migration.go:263] received importing task QK022ytGRAIwDS0J4lTf, 170 slots to import
2025/08/31 13:53:03 [INFO][node_manager.go:137] triggerMigrationTask QK022ytGRAIwDS0J4lTf success
2025/08/31 13:53:03 [INFO][server.go:89] accept link
2025/08/31 13:53:03 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:03 [INFO][server.go:69] connection closed: 127.0.0.1:58852
2025/08/31 13:53:04 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:04 [INFO][node_manager.go:219] propose EventStartMigrate mSgPrv42r1Y5NG3oxhC2 success
2025/08/31 13:53:04 [INFO][migration.go:263] received importing task mSgPrv42r1Y5NG3oxhC2, 170 slots to import
2025/08/31 13:53:04 [INFO][node_manager.go:137] triggerMigrationTask mSgPrv42r1Y5NG3oxhC2 success
2025/08/31 13:53:04 [INFO][node_manager.go:219] propose EventStartMigrate VzZGPaS8yDz3BssDaCKC success
2025/08/31 13:53:04 [INFO][migration.go:263] received importing task VzZGPaS8yDz3BssDaCKC, 170 slots to import
2025/08/31 13:53:04 [INFO][node_manager.go:137] triggerMigrationTask VzZGPaS8yDz3BssDaCKC success
2025/08/31 13:53:04 [INFO][server.go:89] accept link
2025/08/31 13:53:04 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:04 [INFO][server.go:69] connection closed: 127.0.0.1:48530
2025/08/31 13:53:05 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:05 [INFO][node_manager.go:219] propose EventStartMigrate EUn9s5ej77LPLc4VQBNr success
2025/08/31 13:53:05 [INFO][migration.go:263] received importing task EUn9s5ej77LPLc4VQBNr, 170 slots to import
2025/08/31 13:53:05 [INFO][node_manager.go:137] triggerMigrationTask EUn9s5ej77LPLc4VQBNr success
2025/08/31 13:53:05 [INFO][node_manager.go:219] propose EventStartMigrate knxto0JMzPIgzaL2rjjB success
2025/08/31 13:53:05 [INFO][migration.go:263] received importing task knxto0JMzPIgzaL2rjjB, 170 slots to import
2025/08/31 13:53:05 [INFO][node_manager.go:137] triggerMigrationTask knxto0JMzPIgzaL2rjjB success
2025/08/31 13:53:05 [INFO][server.go:89] accept link
2025/08/31 13:53:05 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:05 [INFO][server.go:69] connection closed: 127.0.0.1:48546
2025/08/31 13:53:06 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:06 [INFO][node_manager.go:219] propose EventStartMigrate fsqpGCILzJbCPgqpLe7u success
2025/08/31 13:53:06 [INFO][migration.go:263] received importing task fsqpGCILzJbCPgqpLe7u, 170 slots to import
2025/08/31 13:53:06 [INFO][node_manager.go:137] triggerMigrationTask fsqpGCILzJbCPgqpLe7u success
2025/08/31 13:53:06 [INFO][node_manager.go:219] propose EventStartMigrate 9VNZbQ39BxFqs1k0hu9L success
2025/08/31 13:53:06 [INFO][migration.go:263] received importing task 9VNZbQ39BxFqs1k0hu9L, 170 slots to import
2025/08/31 13:53:06 [INFO][node_manager.go:137] triggerMigrationTask 9VNZbQ39BxFqs1k0hu9L success
2025/08/31 13:53:06 [INFO][server.go:89] accept link
2025/08/31 13:53:06 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:06 [INFO][server.go:69] connection closed: 127.0.0.1:48562
2025/08/31 13:53:07 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:07 [INFO][node_manager.go:219] propose EventStartMigrate WcP3EgX6hQOdgR4MRdV8 success
2025/08/31 13:53:07 [INFO][migration.go:263] received importing task WcP3EgX6hQOdgR4MRdV8, 170 slots to import
2025/08/31 13:53:07 [INFO][node_manager.go:137] triggerMigrationTask WcP3EgX6hQOdgR4MRdV8 success
2025/08/31 13:53:07 [INFO][server.go:89] accept link
2025/08/31 13:53:07 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:07 [INFO][server.go:69] connection closed: 127.0.0.1:48570
2025/08/31 13:53:07 [INFO][node_manager.go:219] propose EventStartMigrate XJ4DfQvpl2y5vwPrIa4D success
2025/08/31 13:53:07 [INFO][migration.go:263] received importing task XJ4DfQvpl2y5vwPrIa4D, 170 slots to import
2025/08/31 13:53:07 [INFO][node_manager.go:137] triggerMigrationTask XJ4DfQvpl2y5vwPrIa4D success
2025/08/31 13:53:08 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:08 [INFO][node_manager.go:219] propose EventStartMigrate mWOzKPGQnWbYuCwLUU5H success
2025/08/31 13:53:08 [INFO][migration.go:263] received importing task mWOzKPGQnWbYuCwLUU5H, 170 slots to import
2025/08/31 13:53:08 [INFO][node_manager.go:137] triggerMigrationTask mWOzKPGQnWbYuCwLUU5H success
2025/08/31 13:53:08 [INFO][node_manager.go:219] propose EventStartMigrate QdTAP9X2VobqDQ1yg7P8 success
2025/08/31 13:53:08 [INFO][migration.go:263] received importing task QdTAP9X2VobqDQ1yg7P8, 170 slots to import
2025/08/31 13:53:08 [INFO][node_manager.go:137] triggerMigrationTask QdTAP9X2VobqDQ1yg7P8 success
2025/08/31 13:53:08 [INFO][server.go:89] accept link
2025/08/31 13:53:08 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:08 [INFO][server.go:69] connection closed: 127.0.0.1:48586
2025/08/31 13:53:09 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:09 [INFO][node_manager.go:219] propose EventStartMigrate S0FiE1PpoS3SQy4lOQFa success
2025/08/31 13:53:09 [INFO][migration.go:263] received importing task S0FiE1PpoS3SQy4lOQFa, 170 slots to import
2025/08/31 13:53:09 [INFO][node_manager.go:137] triggerMigrationTask S0FiE1PpoS3SQy4lOQFa success
2025/08/31 13:53:09 [INFO][node_manager.go:219] propose EventStartMigrate DbHyho86NtRbP7chexC9 success
2025/08/31 13:53:09 [INFO][migration.go:263] received importing task DbHyho86NtRbP7chexC9, 170 slots to import
2025/08/31 13:53:09 [INFO][node_manager.go:137] triggerMigrationTask DbHyho86NtRbP7chexC9 success
2025/08/31 13:53:09 [INFO][server.go:89] accept link
2025/08/31 13:53:09 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:09 [INFO][server.go:69] connection closed: 127.0.0.1:48598
2025/08/31 13:53:10 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:10 [INFO][node_manager.go:219] propose EventStartMigrate qnucyrZW8oLCfaGxUOWa success
2025/08/31 13:53:10 [INFO][migration.go:263] received importing task qnucyrZW8oLCfaGxUOWa, 170 slots to import
2025/08/31 13:53:10 [INFO][node_manager.go:137] triggerMigrationTask qnucyrZW8oLCfaGxUOWa success
2025/08/31 13:53:10 [INFO][node_manager.go:219] propose EventStartMigrate V1fwVqQIjSOQHomHeyFh success
2025/08/31 13:53:10 [INFO][migration.go:263] received importing task V1fwVqQIjSOQHomHeyFh, 170 slots to import
2025/08/31 13:53:10 [INFO][node_manager.go:137] triggerMigrationTask V1fwVqQIjSOQHomHeyFh success
2025/08/31 13:53:10 [INFO][server.go:89] accept link
2025/08/31 13:53:10 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:10 [INFO][server.go:69] connection closed: 127.0.0.1:48610
2025/08/31 13:53:11 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:11 [INFO][node_manager.go:219] propose EventStartMigrate jiA5dpNB07RBDeqJKJHS success
2025/08/31 13:53:11 [INFO][migration.go:263] received importing task jiA5dpNB07RBDeqJKJHS, 170 slots to import
2025/08/31 13:53:11 [INFO][node_manager.go:137] triggerMigrationTask jiA5dpNB07RBDeqJKJHS success
2025/08/31 13:53:11 [INFO][server.go:89] accept link
2025/08/31 13:53:11 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:11 [INFO][server.go:69] connection closed: 127.0.0.1:48622
2025/08/31 13:53:11 [INFO][node_manager.go:219] propose EventStartMigrate vvnw4KkpB5lyrwvjD3oR success
2025/08/31 13:53:11 [INFO][migration.go:263] received importing task vvnw4KkpB5lyrwvjD3oR, 170 slots to import
2025/08/31 13:53:11 [INFO][node_manager.go:137] triggerMigrationTask vvnw4KkpB5lyrwvjD3oR success
2025/08/31 13:53:12 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:12 [INFO][node_manager.go:219] propose EventStartMigrate kiS9FRn7SgJVdR5k6doL success
2025/08/31 13:53:12 [INFO][migration.go:263] received importing task kiS9FRn7SgJVdR5k6doL, 170 slots to import
2025/08/31 13:53:12 [INFO][node_manager.go:137] triggerMigrationTask kiS9FRn7SgJVdR5k6doL success
2025/08/31 13:53:12 [INFO][node_manager.go:219] propose EventStartMigrate kcFPYfmUvwTVmMoFh6a6 success
2025/08/31 13:53:12 [INFO][migration.go:263] received importing task kcFPYfmUvwTVmMoFh6a6, 170 slots to import
2025/08/31 13:53:12 [INFO][node_manager.go:137] triggerMigrationTask kcFPYfmUvwTVmMoFh6a6 success
2025/08/31 13:53:12 [INFO][server.go:89] accept link
2025/08/31 13:53:12 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:12 [INFO][server.go:69] connection closed: 127.0.0.1:48634
2025/08/31 13:53:13 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:13 [INFO][node_manager.go:219] propose EventStartMigrate RAzOUmc0ES8bZr0lP6t9 success
2025/08/31 13:53:13 [INFO][migration.go:263] received importing task RAzOUmc0ES8bZr0lP6t9, 170 slots to import
2025/08/31 13:53:13 [INFO][node_manager.go:137] triggerMigrationTask RAzOUmc0ES8bZr0lP6t9 success
2025/08/31 13:53:13 [INFO][node_manager.go:219] propose EventStartMigrate XxbohAT3IFcrW7pb1Q0b success
2025/08/31 13:53:13 [INFO][migration.go:263] received importing task XxbohAT3IFcrW7pb1Q0b, 170 slots to import
2025/08/31 13:53:13 [INFO][node_manager.go:137] triggerMigrationTask XxbohAT3IFcrW7pb1Q0b success
2025/08/31 13:53:13 [INFO][server.go:89] accept link
2025/08/31 13:53:13 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:13 [INFO][server.go:69] connection closed: 127.0.0.1:48646
2025/08/31 13:53:14 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:14 [INFO][node_manager.go:219] propose EventStartMigrate p7nb6pJo8AnTk8FPkrNi success
2025/08/31 13:53:14 [INFO][migration.go:263] received importing task p7nb6pJo8AnTk8FPkrNi, 170 slots to import
2025/08/31 13:53:14 [INFO][node_manager.go:137] triggerMigrationTask p7nb6pJo8AnTk8FPkrNi success
2025/08/31 13:53:14 [INFO][node_manager.go:219] propose EventStartMigrate nzYrDixEjbN9Yy5M2u6e success
2025/08/31 13:53:14 [INFO][migration.go:263] received importing task nzYrDixEjbN9Yy5M2u6e, 170 slots to import
2025/08/31 13:53:14 [INFO][node_manager.go:137] triggerMigrationTask nzYrDixEjbN9Yy5M2u6e success
2025/08/31 13:53:14 [INFO][server.go:89] accept link
2025/08/31 13:53:14 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:14 [INFO][server.go:69] connection closed: 127.0.0.1:36168
2025/08/31 13:53:15 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:15 [INFO][node_manager.go:219] propose EventStartMigrate jirTR0gySrIbflU0dSdn success
2025/08/31 13:53:15 [INFO][migration.go:263] received importing task jirTR0gySrIbflU0dSdn, 170 slots to import
2025/08/31 13:53:15 [INFO][node_manager.go:137] triggerMigrationTask jirTR0gySrIbflU0dSdn success
2025/08/31 13:53:15 [INFO][node_manager.go:219] propose EventStartMigrate XWWym3oaq57UTTpfWGMT success
2025/08/31 13:53:15 [INFO][migration.go:263] received importing task XWWym3oaq57UTTpfWGMT, 170 slots to import
2025/08/31 13:53:15 [INFO][node_manager.go:137] triggerMigrationTask XWWym3oaq57UTTpfWGMT success
2025/08/31 13:53:15 [INFO][server.go:89] accept link
2025/08/31 13:53:15 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:15 [INFO][server.go:69] connection closed: 127.0.0.1:36172
2025/08/31 13:53:16 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:16 [INFO][node_manager.go:219] propose EventStartMigrate UALV3yV91a2MwLl7pX5q success
2025/08/31 13:53:16 [INFO][migration.go:263] received importing task UALV3yV91a2MwLl7pX5q, 170 slots to import
2025/08/31 13:53:16 [INFO][node_manager.go:137] triggerMigrationTask UALV3yV91a2MwLl7pX5q success
2025/08/31 13:53:16 [INFO][server.go:89] accept link
2025/08/31 13:53:16 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:16 [INFO][server.go:69] connection closed: 127.0.0.1:36188
2025/08/31 13:53:16 [INFO][node_manager.go:219] propose EventStartMigrate 6VWJAY5FQZbLLlOVDe1P success
2025/08/31 13:53:16 [INFO][migration.go:263] received importing task 6VWJAY5FQZbLLlOVDe1P, 170 slots to import
2025/08/31 13:53:16 [INFO][node_manager.go:137] triggerMigrationTask 6VWJAY5FQZbLLlOVDe1P success
2025/08/31 13:53:17 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:17 [INFO][node_manager.go:219] propose EventStartMigrate dNjiWLojLahUbBW8wUxO success
2025/08/31 13:53:17 [INFO][migration.go:263] received importing task dNjiWLojLahUbBW8wUxO, 170 slots to import
2025/08/31 13:53:17 [INFO][node_manager.go:137] triggerMigrationTask dNjiWLojLahUbBW8wUxO success
2025/08/31 13:53:17 [INFO][node_manager.go:219] propose EventStartMigrate q6f6KaqAPRuDOTg8ThNb success
2025/08/31 13:53:17 [INFO][migration.go:263] received importing task q6f6KaqAPRuDOTg8ThNb, 170 slots to import
2025/08/31 13:53:17 [INFO][node_manager.go:137] triggerMigrationTask q6f6KaqAPRuDOTg8ThNb success
2025/08/31 13:53:17 [INFO][server.go:89] accept link
2025/08/31 13:53:17 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:17 [INFO][server.go:69] connection closed: 127.0.0.1:36200
2025/08/31 13:53:18 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:18 [INFO][node_manager.go:219] propose EventStartMigrate TsKwJxzZmpdRbx31ufZe success
2025/08/31 13:53:18 [INFO][migration.go:263] received importing task TsKwJxzZmpdRbx31ufZe, 170 slots to import
2025/08/31 13:53:18 [INFO][node_manager.go:137] triggerMigrationTask TsKwJxzZmpdRbx31ufZe success
2025/08/31 13:53:18 [INFO][node_manager.go:219] propose EventStartMigrate aB9ZLZEbTuWgdDMxyeeP success
2025/08/31 13:53:18 [INFO][migration.go:263] received importing task aB9ZLZEbTuWgdDMxyeeP, 170 slots to import
2025/08/31 13:53:18 [INFO][server.go:89] accept link
2025/08/31 13:53:18 [INFO][node_manager.go:137] triggerMigrationTask aB9ZLZEbTuWgdDMxyeeP success
2025/08/31 13:53:18 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:18 [INFO][server.go:69] connection closed: 127.0.0.1:36214
2025/08/31 13:53:19 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:19 [INFO][node_manager.go:219] propose EventStartMigrate PGOB4VWf0bRE6e4UFM8Y success
2025/08/31 13:53:19 [INFO][migration.go:263] received importing task PGOB4VWf0bRE6e4UFM8Y, 170 slots to import
2025/08/31 13:53:19 [INFO][node_manager.go:137] triggerMigrationTask PGOB4VWf0bRE6e4UFM8Y success
2025/08/31 13:53:19 [INFO][node_manager.go:219] propose EventStartMigrate rpKe1MC855DN5zzWikgC success
2025/08/31 13:53:19 [INFO][migration.go:263] received importing task rpKe1MC855DN5zzWikgC, 170 slots to import
2025/08/31 13:53:19 [INFO][node_manager.go:137] triggerMigrationTask rpKe1MC855DN5zzWikgC success
2025/08/31 13:53:19 [INFO][server.go:89] accept link
2025/08/31 13:53:19 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:19 [INFO][server.go:69] connection closed: 127.0.0.1:36224
2025/08/31 13:53:20 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:20 [INFO][node_manager.go:219] propose EventStartMigrate gVm9DzRv613M30F8kQfs success
2025/08/31 13:53:20 [INFO][migration.go:263] received importing task gVm9DzRv613M30F8kQfs, 170 slots to import
2025/08/31 13:53:20 [INFO][node_manager.go:137] triggerMigrationTask gVm9DzRv613M30F8kQfs success
2025/08/31 13:53:20 [INFO][server.go:89] accept link
2025/08/31 13:53:20 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:20 [INFO][server.go:69] connection closed: 127.0.0.1:36230
2025/08/31 13:53:20 [INFO][node_manager.go:219] propose EventStartMigrate 5ApQSAmzmn9f1XHMQFv8 success
2025/08/31 13:53:20 [INFO][migration.go:263] received importing task 5ApQSAmzmn9f1XHMQFv8, 170 slots to import
2025/08/31 13:53:20 [INFO][node_manager.go:137] triggerMigrationTask 5ApQSAmzmn9f1XHMQFv8 success
2025/08/31 13:53:21 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:21 [INFO][node_manager.go:219] propose EventStartMigrate oHqF3syL7yFjKW8o0DIc success
2025/08/31 13:53:21 [INFO][migration.go:263] received importing task oHqF3syL7yFjKW8o0DIc, 170 slots to import
2025/08/31 13:53:21 [INFO][node_manager.go:137] triggerMigrationTask oHqF3syL7yFjKW8o0DIc success
2025/08/31 13:53:21 [INFO][server.go:89] accept link
2025/08/31 13:53:21 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:21 [INFO][server.go:69] connection closed: 127.0.0.1:36240
2025/08/31 13:53:21 [INFO][node_manager.go:219] propose EventStartMigrate IxrobUQ2wDi8UciTgngz success
2025/08/31 13:53:21 [INFO][migration.go:263] received importing task IxrobUQ2wDi8UciTgngz, 170 slots to import
2025/08/31 13:53:21 [INFO][node_manager.go:137] triggerMigrationTask IxrobUQ2wDi8UciTgngz success
2025/08/31 13:53:22 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:22 [INFO][node_manager.go:219] propose EventStartMigrate q2gQwfVH3QJGuLR3dZ7s success
2025/08/31 13:53:22 [INFO][migration.go:263] received importing task q2gQwfVH3QJGuLR3dZ7s, 170 slots to import
2025/08/31 13:53:22 [INFO][node_manager.go:137] triggerMigrationTask q2gQwfVH3QJGuLR3dZ7s success
2025/08/31 13:53:22 [INFO][node_manager.go:219] propose EventStartMigrate RjGOVDSbNP9SxdPVNprg success
2025/08/31 13:53:22 [INFO][migration.go:263] received importing task RjGOVDSbNP9SxdPVNprg, 170 slots to import
2025/08/31 13:53:22 [INFO][node_manager.go:137] triggerMigrationTask RjGOVDSbNP9SxdPVNprg success
2025/08/31 13:53:22 [INFO][server.go:89] accept link
2025/08/31 13:53:22 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:22 [INFO][server.go:69] connection closed: 127.0.0.1:36248
2025/08/31 13:53:23 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:23 [INFO][node_manager.go:219] propose EventStartMigrate tHpAMpfxS3nD3Dz9tALo success
2025/08/31 13:53:23 [INFO][migration.go:263] received importing task tHpAMpfxS3nD3Dz9tALo, 170 slots to import
2025/08/31 13:53:23 [INFO][node_manager.go:137] triggerMigrationTask tHpAMpfxS3nD3Dz9tALo success
2025/08/31 13:53:23 [INFO][node_manager.go:219] propose EventStartMigrate 5bBWwGRsZmFEMZG5uV0Q success
2025/08/31 13:53:23 [INFO][migration.go:263] received importing task 5bBWwGRsZmFEMZG5uV0Q, 170 slots to import
2025/08/31 13:53:23 [INFO][node_manager.go:137] triggerMigrationTask 5bBWwGRsZmFEMZG5uV0Q success
2025/08/31 13:53:23 [INFO][server.go:89] accept link
2025/08/31 13:53:23 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:23 [INFO][server.go:69] connection closed: 127.0.0.1:36264
2025/08/31 13:53:24 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:24 [INFO][node_manager.go:219] propose EventStartMigrate ZCxoROyDX212G3lsPER6 success
2025/08/31 13:53:24 [INFO][migration.go:263] received importing task ZCxoROyDX212G3lsPER6, 170 slots to import
2025/08/31 13:53:24 [INFO][node_manager.go:137] triggerMigrationTask ZCxoROyDX212G3lsPER6 success
2025/08/31 13:53:24 [INFO][node_manager.go:219] propose EventStartMigrate ZH27iiSJ9pDVnQnnOryc success
2025/08/31 13:53:24 [INFO][migration.go:263] received importing task ZH27iiSJ9pDVnQnnOryc, 170 slots to import
2025/08/31 13:53:24 [INFO][node_manager.go:137] triggerMigrationTask ZH27iiSJ9pDVnQnnOryc success
2025/08/31 13:53:24 [INFO][server.go:89] accept link
2025/08/31 13:53:24 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:53:24 [INFO][server.go:69] connection closed: 127.0.0.1:57540
2025/08/31 13:53:25 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:53:25 [INFO][node_manager.go:219] propose EventStartMigrate UmwhfEuicMiowXn7blpI success
2025/08/31 13:53:25 [INFO][migration.go:263] received importing task UmwhfEuicMiowXn7blpI, 170 slots to import
2025/08/31 13:53:25 [INFO][node_manager.go:137] triggerMigrationTask UmwhfEuicMiowXn7blpI success
2025/08/31 13:53:25 [INFO][server.go:89] accept link
